Date,Time,Site,Location,Client Location ID,Device,Country,Region,Segment,Cost,Currency,Weight,Unit,Portions,Quantity,Duration,Food Item,Food Item Category,Loss Reason,Source,Disposition,Container,Stage of Processing,Operator,Event Order No.,Edited
2024-11-11,21:19:17,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,10.41,USD,13.70,lb,,2.0,32,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Donation,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-11-11,21:18:07,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.98,USD,2.60,lb,,1.0,12,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-11-11,21:16:53,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.64,USD,3.48,lb,,1.0,32,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Compost,4in Oval,Pre-Consumer,Student,,0,
2024-11-11,21:15:11,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,7.85,USD,8.26,lb,,1.0,20,Rice,Starch,Overproduction,Center Plate,Donation,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-11-11,21:14:32,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,40.07,USD,6.70,lb,,1.0,51,Shellfish-Shrimp,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-11-11,21:13:05,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,46.80,USD,11.70,lb,,3.0,60,Pizza w Toppings,Mixed Foods,Overproduction,Pizza and Pasta,Compost,Sheet/Roasting Pan,Pre-Consumer,FSW,,0,
2024-11-11,21:11:46,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,3.15,USD,2.10,lb,,1.0,14,Sauce,Soup-Sauce-Gravy,Overproduction,Pasta Station,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-11,21:11:18,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,4.35,USD,2.90,lb,,1.0,21,Sauce,Soup-Sauce-Gravy,Overproduction,Pasta Station,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-11,21:10:46,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,3.84,USD,3.90,lb,,1.0,12,Pasta,Starch,Overproduction,Pasta Station,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-11,21:10:30,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,8.66,USD,9.12,lb,,1.0,18,Rice,Starch,Overproduction,Center Plate,Donation,4in Oval,Pre-Consumer,FSW,,0,
2024-11-11,21:10:22,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,2.77,USD,3.65,lb,,1.0,12,Vegetables,Fruit-Vegetable,Overproduction,Pasta Station,Compost,Half Hotel Pan (1-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-11,21:09:59,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,4.57,USD,4.81,lb,,1.0,13,Rice,Starch,Overproduction,Blue Plate,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-11,21:09:24,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,8.19,USD,8.31,lb,,1.0,23,Pasta,Starch,Overproduction,Blue Plate,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-11,21:08:43,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,4.33,USD,5.70,lb,,1.0,12,Vegetables,Fruit-Vegetable,Overproduction,Blue Plate,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-11,21:08:18,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,1.22,USD,1.90,lb,,1.0,12,Beans,Starch,Overproduction,Blue Plate,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-11,21:08:04,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,11.33,USD,5.61,lb,5.61,1.0,27,Sandwich-Other,Prepared Sandwich-Salad,Overproduction,Grill,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-11,21:07:24,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,3.50,USD,4.61,lb,,1.0,10,Vegetables,Fruit-Vegetable,Overproduction,Blue Plate,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-11,21:07:05,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,8.10,USD,1.80,lb,,1.0,167,Alternative Meat,Meat-Protein,Overproduction,Blue Plate,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-11,21:05:52,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,21.32,USD,6.56,lb,,1.0,62,Mixed Protein,Mixed Foods,Presented - Not Sold,Salad Bar,Compost,Full Hotel Pan (4-inch) Plastic,Pre-Consumer,Unknown Operator,,0,
2024-11-11,21:05:19,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,7.40,USD,11.56,lb,,1.0,21,Beans,Starch,Overproduction,Center Plate,Compost,Sixth Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-11,21:04:36,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,54.04,USD,11.26,lb,,1.0,27,Chicken - Boneless,Meat-Protein,Presented - Not Sold,Main Line Omni,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-11,21:04:01,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.95,USD,4.22,lb,,1.0,27,Tofu,Meat-Protein,Overproduction,Center Plate,Compost,4in Oval,Pre-Consumer,FSW,,0,
2024-11-11,21:03:43,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,24.45,USD,9.78,lb,,1.0,25,Soup with Meat,Soup-Sauce-Gravy,Presented - Not Sold,Main Line Omni,Compost,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-11,21:03:03,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,3.64,USD,4.79,lb,,1.0,23,Vegetables,Fruit-Vegetable,Presented - Not Sold,Main Line Omni,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-11,21:02:23,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,3.97,USD,5.22,lb,,1.0,19,Vegetables,Fruit-Vegetable,Presented - Not Sold,Main Line Omni,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-11,21:02:02,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,3.10,USD,3.26,lb,,1.0,20,Rice,Starch,Presented - Not Sold,Main Line Omni,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-11,21:00:19,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,9.44,USD,6.29,lb,,1.0,37,Sauce,Soup-Sauce-Gravy,Presented - Not Sold,Pizza and Pasta,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-11,20:59:31,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,7.32,USD,9.51,lb,,1.0,23,Broth,Soup-Sauce-Gravy,Presented - Not Sold,Main Line Omni,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-11,20:58:01,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,12.57,USD,12.76,lb,,1.0,27,Pasta,Starch,Presented - Not Sold,Pizza and Pasta,Compost,Full Hotel Pan (4-inch) Plastic,Pre-Consumer,Unknown Operator,,0,
2024-11-11,20:56:16,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,4.46,USD,4.53,lb,,1.0,55,Pasta,Starch,Presented - Not Sold,Pizza and Pasta,Compost,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-11,20:52:38,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,1.54,USD,2.03,lb,,1.0,26,Vegetables,Fruit-Vegetable,Presented - Not Sold,Bear Fit,Compost,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-11,20:51:34,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,27.88,USD,5.81,lb,,1.0,35,Chicken - Boneless,Meat-Protein,Presented - Not Sold,Bear Fit,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-11,20:50:57,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,2.15,USD,2.83,lb,,1.0,27,Vegetables,Fruit-Vegetable,Presented - Not Sold,Bear Fit,Compost,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-11,20:50:56,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.19,USD,1.33,lb,,1.0,33,Tofu,Meat-Protein,Overproduction,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-11,20:50:28,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,1.75,USD,3.44,lb,,1.0,30,Potatoes,Starch,Presented - Not Sold,Bear Fit,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-11,20:49:59,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,37.61,USD,22.83,lb,,3.0,26,Tofu,Meat-Protein,Overproduction,Center Plate,Donation,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-11,20:49:55,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,28.10,USD,4.06,lb,,1.0,56,Beef - Whole,Meat-Protein,Presented - Not Sold,Bear Fit,Compost,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-11,20:48:12,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,8.12,USD,10.54,lb,,1.0,25,Broth,Soup-Sauce-Gravy,Presented - Not Sold,Main Line Omni,Compost,Quarter Hotel Pan (6-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-11,20:47:45,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,8.18,USD,10.90,lb,,1.0,38,Gravy,Soup-Sauce-Gravy,Presented - Not Sold,Soups,Compost,Full Hotel Pan (6-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-11,20:47:17,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,45.83,USD,24.38,lb,,2.0,50,Chili,Soup-Sauce-Gravy,Overproduction,Center Plate,Compost,Sixth Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-11,20:34:29,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,146.69,USD,26.72,lb,,2.0,24,Beef - Ground,Meat-Protein,Overproduction,Center Plate,Donation,Full Hotel Pan (1-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-11,20:33:50,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,134.72,USD,24.54,lb,,2.0,30,Beef - Ground,Meat-Protein,Overproduction,Center Plate,Donation,Full Hotel Pan (1-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-11,20:33:08,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.48,USD,5.89,lb,,1.0,42,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Donation,Full Hotel Pan (1-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-11,19:55:27,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,5.13,USD,2.48,lb,,1.0,44,Chicken-Bone-in,Meat-Protein,Presented - Not Sold,Main Line Omni,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-11,19:54:28,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,33.41,USD,10.28,lb,,1.0,114,Mixed Protein,Mixed Foods,Presented - Not Sold,Main Line Veggie,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-11,15:27:38,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,11.37,USD,6.90,lb,,1.0,19,Tofu,Meat-Protein,Overproduction,Blue Plate,Donation,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-11,15:27:16,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,10.03,USD,13.20,lb,,1.0,19,Vegetables,Fruit-Vegetable,Overproduction,Blue Plate,Donation,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-11,15:26:56,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,13.35,USD,7.15,lb,,1.0,28,Eggs,Dairy & Eggs,Overproduction,Blue Plate,Donation,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-11,15:17:52,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,4.41,USD,5.80,lb,,1.0,21,Vegetables,Fruit-Vegetable,Presented - Not Sold,Blue Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-11,15:17:28,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,5.44,USD,3.30,lb,,1.0,22,Tofu,Meat-Protein,Presented - Not Sold,Pasta Station,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-11,15:16:48,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,2.03,USD,2.70,lb,,1.0,28,Fries,Starch,Presented - Not Sold,Blue Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-11,15:16:11,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,3.08,USD,1.65,lb,,1.0,27,Eggs,Dairy & Eggs,Presented - Not Sold,Blue Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-11,15:15:38,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,8.68,USD,4.65,lb,,1.0,19,Eggs,Dairy & Eggs,Presented - Not Sold,Blue Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-10,21:41:17,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,34.65,USD,7.22,lb,,1.0,50,Chicken - Boneless,Meat-Protein,Presented - Not Sold,Bear Fit,Compost,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-10,21:30:23,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,15.80,USD,16.04,lb,,1.0,37,Pasta,Starch,Presented - Not Sold,Center Plate,Donation,2in Full,Pre-Consumer,FSW,,0,
2024-11-10,21:28:27,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,10.40,USD,2.31,lb,,1.0,29,Alternative Meat,Meat-Protein,Overproduction,Center Plate,Donation,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-10,21:27:11,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,11.62,USD,11.80,lb,,1.0,16,Pasta,Starch,Presented - Not Sold,Center Plate,Compost,2in Lg Round,Pre-Consumer,FSW,,0,
2024-11-10,21:26:19,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.78,USD,3.66,lb,,1.0,9,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,2in Half,Pre-Consumer,FSW,,0,
2024-11-10,21:25:46,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.01,USD,7.86,lb,,1.0,28,Potatoes,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-10,21:24:52,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,19.22,USD,4.27,lb,,1.0,34,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-10,21:24:05,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.53,USD,2.01,lb,,1.0,25,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,2in Half,Pre-Consumer,FSW,,0,
2024-11-10,21:22:56,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.98,USD,1.29,lb,,1.0,37,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Compost,2in Half,Pre-Consumer,FSW,,0,
2024-11-10,21:20:44,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.15,USD,4.14,lb,,1.0,9,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Donation,Donation Pan,Pre-Consumer,FSW,,0,
2024-11-10,21:18:24,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,45.12,USD,6.52,lb,,1.0,45,Beef - Whole,Meat-Protein,Overproduction,Center Plate,Donation,Donation Pan,Pre-Consumer,FSW,,0,
2024-11-10,21:09:02,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,14.08,USD,5.10,lb,,1.0,51,Lasagna,Mixed Foods,Presented - Not Sold,Kitchen,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Bulmaro,,0,
2024-11-10,21:08:04,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,3.38,USD,4.50,lb,,1.0,26,Gravy,Soup-Sauce-Gravy,Presented - Not Sold,Kitchen,Compost,Sixth Pan (2.5-inch) Metal,Pre-Consumer,Bulmaro,,0,
2024-11-10,21:07:12,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,2.74,USD,3.60,lb,,1.0,23,Vegetables,Fruit-Vegetable,Presented - Not Sold,Kitchen,Compost,Sixth Pan (4-inch) Metal,Pre-Consumer,Bulmaro,,0,
2024-11-10,21:06:33,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,4.94,USD,3.00,lb,,1.0,37,Tofu,Meat-Protein,Presented - Not Sold,Kitchen,Compost,Sixth Pan (4-inch) Metal,Pre-Consumer,Andre,,0,
2024-11-10,21:05:34,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,2.85,USD,3.80,lb,,1.0,44,Gravy,Soup-Sauce-Gravy,Presented - Not Sold,Kitchen,Compost,Sixth Pan (4-inch) Metal,Pre-Consumer,Andre,,0,
2024-11-10,21:04:38,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,4.08,USD,8.00,lb,,1.0,62,Potatoes,Starch,Presented - Not Sold,Kitchen,Compost,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,Andre,,0,
2024-11-10,21:03:35,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,6.43,USD,3.90,lb,,1.0,33,Tofu,Meat-Protein,Presented - Not Sold,Main Line Omni,Compost,Sixth Pan (2.5-inch) Plastic,Pre-Consumer,Unknown Operator,,0,
2024-11-10,21:02:59,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,11.90,USD,5.29,lb,,1.0,23,Soup-Vegetarian-Pasta,Soup-Sauce-Gravy,Presented - Not Sold,Soups,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-10,21:00:50,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,43.87,USD,7.99,lb,,1.0,30,Beef - Ground,Meat-Protein,Presented - Not Sold,Main Line Omni,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-10,20:59:35,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,18.20,USD,2.63,lb,,1.0,18,Beef - Whole,Meat-Protein,Presented - Not Sold,Bear Fit,Compost,Quarter Hotel Pan (4-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-10,20:59:15,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,0.95,USD,1.86,lb,,1.0,19,Potatoes,Starch,Presented - Not Sold,Bear Fit,Compost,Quarter Hotel Pan (4-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-10,20:58:54,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,4.31,USD,5.67,lb,,1.0,19,Vegetables,Fruit-Vegetable,Presented - Not Sold,Bear Fit,Compost,Quarter Hotel Pan (4-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-10,20:58:24,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,2.65,USD,2.79,lb,,1.0,19,Rice,Starch,Presented - Not Sold,Bear Fit,Compost,Quarter Hotel Pan (4-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-10,20:58:03,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,1.57,USD,2.46,lb,,1.0,17,Beans,Starch,Presented - Not Sold,Bear Fit,Compost,Quarter Hotel Pan (4-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-10,20:57:46,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,15.21,USD,3.17,lb,,1.0,25,Chicken - Boneless,Meat-Protein,Presented - Not Sold,Bear Fit,Compost,Quarter Hotel Pan (4-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-10,15:29:45,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,17.04,USD,3.55,lb,,1.0,11,Chicken - Boneless,Meat-Protein,Presented - Not Sold,Center Plate,Compost,4in Full,Pre-Consumer,FSW,,0,
2024-11-10,15:29:00,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.20,USD,0.26,lb,,1.0,10,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,2in Full,Pre-Consumer,FSW,,0,
2024-11-10,15:28:31,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.09,USD,0.02,lb,,1.0,13,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,2in Full,Pre-Consumer,FSW,,0,
2024-11-10,15:27:54,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.00,USD,1.32,lb,,1.0,22,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,4in Full,Pre-Consumer,FSW,,0,
2024-11-10,15:26:47,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,7.05,USD,2.83,lb,,1.0,9,Hot Cereal,Bread-Cereal,Presented - Not Sold,Center Plate,Compost,Soup Container-Med,Pre-Consumer,FSW,,0,
2024-11-10,15:26:02,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,17.20,USD,6.90,lb,,1.0,10,Hot Cereal,Bread-Cereal,Presented - Not Sold,Center Plate,Compost,Soup Container-Med,Pre-Consumer,FSW,,0,
2024-11-10,15:25:26,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.81,USD,1.59,lb,,1.0,8,Potatoes,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-10,15:24:52,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.53,USD,1.24,lb,,1.0,22,Turkey,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-10,15:24:13,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,8.03,USD,1.26,lb,,1.0,33,Bakery-Pastry,Bread-Cereal,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-10,15:23:15,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,31.46,USD,5.73,lb,,1.0,10,Beef - Ground,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-10,15:22:39,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.24,USD,1.20,lb,,1.0,11,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-10,15:21:59,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.02,USD,6.11,lb,,1.0,10,Pasta,Starch,Presented - Not Sold,Center Plate,Compost,4in Full,Pre-Consumer,FSW,,0,
2024-11-10,15:20:56,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.05,USD,2.16,lb,,1.0,9,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-10,15:20:06,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.96,USD,3.89,lb,,1.0,14,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,4in Full,Pre-Consumer,FSW,,0,
2024-11-10,15:19:36,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.04,USD,2.68,lb,,1.0,11,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,2in Full,Pre-Consumer,FSW,,0,
2024-11-10,15:19:12,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.17,USD,1.37,lb,,1.0,20,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,2in Full,Pre-Consumer,FSW,,0,
2024-11-10,15:17:58,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.23,USD,4.45,lb,,1.0,11,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-10,15:17:24,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.60,USD,2.39,lb,,1.0,10,Lasagna,Mixed Foods,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
